atlas_id,root_index,character_class,local_support_status,local_scheme_status,certification,trace_a,trace_b,trace_A,trace_B,kappa_ab,kappa_aA,kappa_aB,kappa_bA,kappa_bB,kappa_AB,min_complex_jacobian_singular_value
I150,154,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.7269976562356526+0.3804351748726664j),(1.6328023946719012+0.5917440141544708j),(0.6734254345340817+1.3751372615104203j),(-1.947809566368941-0.24255590058685467j),(-0.054770268513114395+0.3649805337333456j),(0.31140121970206813+5.788303890565639j),(1.7023153548671814+0.8935820550196353j),(0.6237483658755081+3.1519319394720298j),(2.246555129971598+0.06912901429868779j),(1.6100787906570422+1.0020659808162096j),0.030492160620543732
I151,155,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.7351557313130832+2.3314683517128287e-15j),(-0.4785794239254634-5.551115123125783e-17j),(-0.2824935304452306-9.298117831235686e-16j),(0.07481679247955256+6.661338147750939e-16j),(-0.6378433037346016+3.065682162833654e-15j),(-1.3586081961299785+4.331419863367834e-15j),(0.5376802171311783-1.1947128185927869e-15j),(-1.3974190471586687-3.106618463348311e-16j),(-1.7570877567006569+3.641381590561151e-16j),(-0.7036271666264369+8.273554008480465e-16j),0.02948157128619276
I152,156,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.737364955984138-1.1102230246251565e-16j),(0.6446381847421172+2.220446049250313e-16j),(-1.247817283909317+5.551115123125783e-17j),(0.3277205472832766+1.1102230246251565e-16j),(1.747722197094772+2.260934721551964e-16j),(0.5096904155286079-9.869889747075156e-17j),(-1.2421356478436523+1.9710869713746827e-16j),(0.906705693029779-1.7283430208194982e-16j),(-1.4388747256534706+5.237965609135717e-16j),(0.11895313606226132-9.693996214912412e-17j),0.036623274104294994
I153,157,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.7928115566231373-0.6459431678143164j),(-0.8166250551290334+0.5662013618553905j),(0.21489105196592267+0.3768716399413875j),(0.19891471841068034-0.2168908552741602j),(0.2616075056676195+0.45084012997708545j),(-2.009031485914121-0.8906071424879023j),(-0.1725129967291763+1.9087068240180918j),(-1.739967760588816-1.0195608898062964j),(-1.019426451610194+0.04365663912099982j),(0.2878520711366095-0.9192986337111214j),0.03386112147306569
I154,158,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.7928115566231373+0.6459431678143164j),(-0.8166250551290334-0.5662013618553905j),(0.21489105196592267-0.3768716399413875j),(0.19891471841068034+0.2168908552741602j),(0.2616075056676195-0.45084012997708545j),(-2.009031485914121+0.8906071424879023j),(-0.1725129967291763-1.9087068240180918j),(-1.739967760588816+1.0195608898062964j),(-1.019426451610194-0.04365663912099982j),(0.2878520711366095+0.9192986337111214j),0.03386112147306569
I155,159,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.8206171364279233-1.4902956104882752j),(-2.170059906846377+0.38439135255212875j),(1.0017622268733228-0.3353524871767695j),(-0.11071370547703074+0.08670288250117583j),(2.6331971529113964-0.970096144951115j),(-2.7693812332093053-3.3607077922088187j),(-1.5220248179133458-4.689325284158144j),(2.7135615893272584-1.2036917266899794j),(2.573790236302555-1.750185048638424j),(0.15744980100384387-1.2077719022775748j),0.034245548936198064
I156,160,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.8206171364279233+1.4902956104882752j),(-2.170059906846377-0.38439135255212875j),(1.0017622268733228+0.3353524871767695j),(-0.11071370547703074-0.08670288250117583j),(2.6331971529113964+0.970096144951115j),(-2.7693812332093053+3.3607077922088187j),(-1.5220248179133458+4.689325284158144j),(2.7135615893272584+1.2036917266899794j),(2.573790236302555+1.750185048638424j),(0.15744980100384387+1.2077719022775748j),0.034245548936198064
R3,161,REDUCIBLE,EXACT_SEMISIMPLE_CHARACTER,TRANSVERSE_FIXED_SCHEME_NOT_CERTIFIED,MU11_WEYL_ORBIT_EXACT_SET_CLASSIFICATION,(0.8308300260037729+2.220446049250313e-16j),(-1.918985947228995+5.551115123125783e-17j),(1.6825070656623624+0j),(-0.28462967654657023-1.1102230246251565e-16j),(2-6.60492652447822e-17j),(2+3.8505810026159366e-17j),(2.000000000000001+3.3379678134907887e-16j),(2-9.072499810760664e-17j),(2-6.604926524478223e-17j),(2-1.8144999621521325e-16j),0.267430626338523
I157,162,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.8389626339436088-0.6518140134973036j),(1.56481491998011+0.2735908430432359j),(1.1669049300991519-0.002231380718513698j),(-0.06634882141811833+0.4568945959712248j),(0.29584735660457895-0.07133700731868897j),(-0.13666818763458632-0.21219098023660365j),(-2.214588249980782-1.6675212041258327j),(1.3373474424590928+0.7134169310767826j),(0.7359079874656294+2.0176003649898853j),(-1.6732836842535435+0.15936048223418053j),0.03667284612832987
I158,163,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.8389626339436088+0.6518140134973036j),(1.56481491998011-0.2735908430432359j),(1.1669049300991519+0.002231380718513698j),(-0.06634882141811833-0.4568945959712248j),(0.29584735660457895+0.07133700731868897j),(-0.13666818763458632+0.21219098023660365j),(-2.214588249980782+1.6675212041258327j),(1.3373474424590928-0.7134169310767826j),(0.7359079874656294-2.0176003649898853j),(-1.6732836842535435-0.15936048223418053j),0.03667284612832987
I159,164,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.8617050783366332+6.661338147750939e-16j),(-1.97539453122583-1.1657341758564144e-15j),(1.7249663732252645+9.992007221626409e-16j),(-0.2385540894571298+1.1102230246251565e-15j),(2.257891982033292+5.6428462453208586e-15j),(2.129542413297986+2.894763002571362e-15j),(2.4472887278165514+1.0295601527858562e-14j),(2.0487406839544224+9.590003206479293e-16j),(2.1284155190480254+3.0135375149938663e-15j),(2.105935157652018+2.4535667995864542e-15j),0.00808059054692718
I160,165,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.882776323313699-1.4958051576489466j),(3.6996822203254993-3.7072235196188084j),(2.3490928889419296-1.695167474154786j),(-2.8110095562388873-3.3150714951563502j),(-16.191833211553075-3.9940455076056587j),(11.409429535194592-7.58285556679988j),(54.12244361636034-77.4658617618804j),(49.13136364219537-18.75251907289268j),(-126.18278345680781-23.398396889752163j),(4.4259021844440625-5.371605903735544j),0.0601603986415218
I161,166,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.882776323313699+1.4958051576489466j),(3.6996822203254993+3.7072235196188084j),(2.3490928889419296+1.695167474154786j),(-2.8110095562388873+3.3150714951563502j),(-16.191833211553075+3.9940455076056587j),(11.409429535194592+7.58285556679988j),(54.12244361636034+77.4658617618804j),(49.13136364219537+18.75251907289268j),(-126.18278345680781+23.398396889752163j),(4.4259021844440625+5.371605903735544j),0.0601603986415218
I162,167,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.8846461771193157-0.5897428050222056j),(-0.9999999999999997+0j),(-2.3196287849108205e-16+4.8924683727785834e-17j),(1+0j),(-0.56519771738364-1.0434274358930329j),(-0.5651977173836393-1.0434274358930322j),(-0.5651977173836396-1.0434274358930327j),(-0.5651977173836393-1.0434274358930324j),(2+1.2224654435187505e-17j),(-0.5651977173836396-1.0434274358930324j),0.1385347188704181
I163,168,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.8846461771193157+0.5897428050222056j),(-0.9999999999999997+0j),(-2.3196287849108205e-16-4.8924683727785834e-17j),(1+0j),(-0.56519771738364+1.0434274358930329j),(-0.5651977173836393+1.0434274358930322j),(-0.5651977173836396+1.0434274358930327j),(-0.5651977173836393+1.0434274358930324j),(2-1.2224654435187505e-17j),(-0.5651977173836396+1.0434274358930324j),0.1385347188704181
I164,169,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9137262785564884-1.6205440389165087j),(0.1867339976602933-0.15290709822742604j),(0.1439297343817781+1.1767868743556136j),(1.2162590941331062+0.7555830112665989j),(-0.01927804587340387+22.527046594699556j),(-6.090186634904981-3.3491507889802064j),(-0.13885011300456296+1.0524815380698493j),(-3.4099886606243643+0.2192365571880518j),(-0.622414092425196+3.4145193768264064j),(-0.7925868612154012-0.42563172255673365j),0.023451691666825498
I165,170,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9137262785564884+1.6205440389165087j),(0.1867339976602933+0.15290709822742604j),(0.1439297343817781-1.1767868743556136j),(1.2162590941331062-0.7555830112665989j),(-0.01927804587340387-22.527046594699556j),(-6.090186634904981+3.3491507889802064j),(-0.13885011300456296-1.0524815380698493j),(-3.4099886606243643-0.2192365571880518j),(-0.622414092425196-3.4145193768264064j),(-0.7925868612154012+0.42563172255673365j),0.023451691666825498
I166,171,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9320380535320354-0.5429988605261711j),(4.726913593445204+3.7179929654618804j),(0.3497922020348482-1.5757746651542055j),(-0.879416406534347-0.0828440536870762j),(-7.702178508851837+34.044349358938405j),(-3.3487074777323995-3.4713624717129625j),(-6.528251043640219+19.155676954166218j),(-0.019895846537064443+14.277374467391809j),(7.8900351965859965+22.78156790757497j),(-4.63863927341902-5.750692525263331j),0.02621888365332893
I167,172,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9320380535320354+0.5429988605261711j),(4.726913593445204-3.7179929654618804j),(0.3497922020348482+1.5757746651542055j),(-0.879416406534347+0.0828440536870762j),(-7.702178508851837-34.044349358938405j),(-3.3487074777323995+3.4713624717129625j),(-6.528251043640219-19.155676954166218j),(-0.019895846537064443-14.277374467391809j),(7.8900351965859965-22.78156790757497j),(-4.63863927341902+5.750692525263331j),0.02621888365332893
I168,173,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9353593828735984-1.3779067854991651j),(-0.33724578798493454-0.4968071825161252j),(0.09861183304106208+0.6537619520899329j),(0.8944487001421584-0.1781374899146444j),(-1.1725151429883964+4.799378281972293j),(-3.6460730698088977-3.0159288159829263j),(-0.3530397792583204+1.5068441144353493j),(-2.4753815466943427-1.7245939187382726j),(-0.17904644144084902-0.028017440637626456j),(-1.8195668014960584-1.745776639079108j),0.0705244735560456
I169,174,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9353593828735984+1.3779067854991651j),(-0.33724578798493454+0.4968071825161252j),(0.09861183304106208-0.6537619520899329j),(0.8944487001421584+0.1781374899146444j),(-1.1725151429883964-4.799378281972293j),(-3.6460730698088977+3.0159288159829263j),(-0.3530397792583204-1.5068441144353493j),(-2.4753815466943427+1.7245939187382726j),(-0.17904644144084902+0.028017440637626456j),(-1.8195668014960584+1.745776639079108j),0.0705244735560456
I170,175,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9555252327753683-0.7748101896608687j),(-1.3402550416375647+1.0156304394261013j),(1.5717652434671998-0.720920132396666j),(-0.6284801578475696-1.1857569713172902j),(0.20851087950967928-2.9473395214616813j),(2.10607712481071-2.336288192387257j),(-3.8179172346674326-2.0829864765790926j),(1.7979656842039984-3.378472696740835j),(-1.2261067109691073+0.8631224179535275j),(0.1984818682289422-1.047966050122529j),0.10991750430692122
I171,176,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9555252327753683+0.7748101896608687j),(-1.3402550416375647-1.0156304394261013j),(1.5717652434671998+0.720920132396666j),(-0.6284801578475696+1.1857569713172902j),(0.20851087950967928+2.9473395214616813j),(2.10607712481071+2.336288192387257j),(-3.8179172346674326+2.0829864765790926j),(1.7979656842039984+3.378472696740835j),(-1.2261067109691073-0.8631224179535275j),(0.1984818682289422+1.047966050122529j),0.10991750430692122
I172,177,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9587255006491089-0.11271378550264775j),(-2.0596622171446577+1.7307069103034565j),(-0.9470509892143197+0.714207650181674j),(0.11959010332651408+0.07726713886454872j),(1.9846122465211753-5.087640484285213j),(-0.5382940959133307-1.5811415304765255j),(-0.9766272111206755-0.5524772053894175j),(2.562768499352442-0.04923518610365729j),(-2.776659454940022-4.614826614014502j),(-0.40277901562188956-0.9247287973499898j),0.06517979313613428
I173,178,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9587255006491089+0.11271378550264775j),(-2.0596622171446577-1.7307069103034565j),(-0.9470509892143197-0.714207650181674j),(0.11959010332651408-0.07726713886454872j),(1.9846122465211753+5.087640484285213j),(-0.5382940959133307+1.5811415304765255j),(-0.9766272111206755+0.5524772053894175j),(2.562768499352442+0.04923518610365729j),(-2.776659454940022+4.614826614014502j),(-0.40277901562188956+0.9247287973499898j),0.06517979313613428
I174,179,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9732284949751305-0.2834839017290247j),(-0.4572701822017469+0.28524248393012347j),(-0.4230124314443317+0.09024330337586779j),(0.057509828451872316-0.18760469756275933j),(-0.7858780408757053-1.2845505970611506j),(-1.0110509095063895-0.7340980374647954j),(0.7514280671817697+0.8882165171725047j),(-1.5904390845021708-0.4317371850600541j),(-1.9567800633886683-0.30479344843314926j),(-1.0440825700594645-0.5779831744892545j),0.02560941881396808
I175,180,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9732284949751305+0.2834839017290247j),(-0.4572701822017469-0.28524248393012347j),(-0.4230124314443317-0.09024330337586779j),(0.057509828451872316+0.18760469756275933j),(-0.7858780408757053+1.2845505970611506j),(-1.0110509095063895+0.7340980374647954j),(0.7514280671817697-0.8882165171725047j),(-1.5904390845021708+0.4317371850600541j),(-1.9567800633886683+0.30479344843314926j),(-1.0440825700594645+0.5779831744892545j),0.02560941881396808
I176,181,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(0.9880464590166966-2.699244498837564e-29j),(-2.0656576580803216-3.795143399483659e-29j),(1.7187603991117368-7.188138539703744e-29j),(-0.3517198587401902-1.7997275005401917e-29j),(2.220299035947317+1.430443398345694e-28j),(2.6513759580741443+1.887678517664224e-29j),(2.503122233627847+2.1163172572522414e-28j),(2.154170251011207+8.621650629385311e-29j),(2.408297447965402+2.4658074377403263e-28j),(2.3956441970675133-6.509227340366703e-29j),0.003079781541489331
I177,182,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.0267955589855227-0.18376443182000524j),(-3.18311015474694+1.1298500436185641j),(2.3997995046006286-0.9386816171485305j),(1.7478946517891192-2.4290379826335693j),(-3.8947723838196264-18.687479539982586j),(4.595660834121339-3.8655632734480534j),(-30.607716437961646-75.1213828169472j),(6.08925721691646+6.68302849834582j),(41.84709818068659-5.473027599346452j),(6.166097611452347-7.108241085085012j),0.0367276798582299
I178,183,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.0267955589855227+0.18376443182000524j),(-3.18311015474694-1.1298500436185641j),(2.3997995046006286+0.9386816171485305j),(1.7478946517891192+2.4290379826335693j),(-3.8947723838196264+18.687479539982586j),(4.595660834121339+3.8655632734480534j),(-30.607716437961646+75.1213828169472j),(6.08925721691646-6.68302849834582j),(41.84709818068659+5.473027599346452j),(6.166097611452347+7.108241085085012j),0.0367276798582299
I179,184,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.1127609408039034-0.5598023105612313j),(-0.5449775698973808+2.606062157876739j),(-1.93439084569878-0.42422809565064495j),(-0.45560759979367477+1.035040105769655j),(-5.477019697787702-5.405322676063655j),(1.1663404879885841+2.2042841590085245j),(0.19109896299106932-2.875834481396057j),(3.4147884859181064-0.8127474240578099j),(-8.307524109202035+0.4352250259449244j),(1.3658657382402564+2.2540878963568693j),0.1113679532475928
I180,185,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.1127609408039034+0.5598023105612313j),(-0.5449775698973808-2.606062157876739j),(-1.93439084569878+0.42422809565064495j),(-0.45560759979367477-1.035040105769655j),(-5.477019697787702+5.405322676063655j),(1.1663404879885841-2.2042841590085245j),(0.19109896299106932+2.875834481396057j),(3.4147884859181064+0.8127474240578099j),(-8.307524109202035-0.4352250259449244j),(1.3658657382402564-2.2540878963568693j),0.1113679532475928
I181,186,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.126093849991199-0.12117202435832528j),(1.874680995247802+0.6995225194215557j),(1.204418386387497+0.4287082529181593j),(1.3071940933018737+0.22377436902487555j),(1.7369388039270985+0.3821592230082883j),(0.23536482703150963+0.7830751350425927j),(-3.5089467544139192-4.348141026198933j),(2.797944704667218+1.8224262565468652j),(1.399598198750133+4.364999452319066j),(-2.4558543249199247+1.0233305633186258j),0.07686756675063992
I182,187,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.126093849991199+0.12117202435832528j),(1.874680995247802-0.6995225194215557j),(1.204418386387497-0.4287082529181593j),(1.3071940933018737-0.22377436902487555j),(1.7369388039270985-0.3821592230082883j),(0.23536482703150963-0.7830751350425927j),(-3.5089467544139192+4.348141026198933j),(2.797944704667218-1.8224262565468652j),(1.399598198750133-4.364999452319066j),(-2.4558543249199247-1.0233305633186258j),0.07686756675063992
I183,188,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.1674557057831447-0.061926318594180935j),(0.9715961056881681+0.08157400609044785j),(1.7493169969467668+0.02184004512519603j),(-0.2263198230461216+0.2782141457517102j),(-0.007441537146037014+0.014241007965595034j),(1.901666116046791+0.10849431752825758j),(-0.12277065285118649-0.0562765248814191j),(1.2980712983693654+0.09567543317172889j),(-0.6215947270767339+0.20185242961856736j),(1.62544963696604-0.12649956804998724j),0.08697638241164468
I184,189,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.1674557057831447+0.061926318594180935j),(0.9715961056881681-0.08157400609044785j),(1.7493169969467668-0.02184004512519603j),(-0.2263198230461216-0.2782141457517102j),(-0.007441537146037014-0.014241007965595034j),(1.901666116046791-0.10849431752825758j),(-0.12277065285118649+0.0562765248814191j),(1.2980712983693654-0.09567543317172889j),(-0.6215947270767339-0.20185242961856736j),(1.62544963696604+0.12649956804998724j),0.08697638241164468
I185,190,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.1701399266153096-0.4694917397147429j),(-1.4510065596926025+0.181013751396217j),(1.7107063393307878+0.2846417973196952j),(0.25697110026402975+0.8346046165463491j),(0.31262936302467725-0.4999361008323304j),(1.0529405993413152+1.0453761282831981j),(-3.1278713056015657+1.542651114730866j),(1.295577351626367+0.23194587939945455j),(-0.8477760493430437-1.9010344904458005j),(3.112890287646059+1.3971991089135531j),0.04563597108221733
I186,191,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.1701399266153096+0.4694917397147429j),(-1.4510065596926025-0.181013751396217j),(1.7107063393307878-0.2846417973196952j),(0.25697110026402975-0.8346046165463491j),(0.31262936302467725+0.4999361008323304j),(1.0529405993413152-1.0453761282831981j),(-3.1278713056015657-1.542651114730866j),(1.295577351626367-0.23194587939945455j),(-0.8477760493430437+1.9010344904458005j),(3.112890287646059-1.3971991089135531j),0.04563597108221733
I187,192,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.2026700184692765-1.8036804383773524j),(0.4948268805101127-0.22965659415774645j),(-0.6822529160503152-0.36402280497490425j),(1.5231965522993725+0.7559000606347497j),(2.452290211442394+0.6165506870137789j),(-2.0884689648009127-8.223595456461599j),(6.654914972514378+0.43725052562196254j),(-1.0690166661065097-0.04297961245722738j),(1.2622516569835245+0.9655566384294726j),(0.7422920425347757+2.2469571978159513j),0.03390022178878869
I188,193,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.2026700184692765+1.8036804383773524j),(0.4948268805101127+0.22965659415774645j),(-0.6822529160503152+0.36402280497490425j),(1.5231965522993725-0.7559000606347497j),(2.452290211442394-0.6165506870137789j),(-2.0884689648009127+8.223595456461599j),(6.654914972514378-0.43725052562196254j),(-1.0690166661065097+0.04297961245722738j),(1.2622516569835245-0.9655566384294726j),(0.7422920425347757-2.2469571978159513j),0.03390022178878869
I189,194,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.2045065267966384-0.7836578459636038j),(0.49215058530426975+1.4681194415791778j),(-1.2692470976760868-0.3649249494643146j),(-0.5455456154280321+0.9200259126040127j),(-2.9294168662704503-1.5617893128661688j),(-0.7136382689218002+0.007174898696119758j),(1.3252807534626916+1.3845379416740804j),(-1.1040294527400771+1.4718288516337528j),(-5.329561626662841-0.18832524091752045j),(0.33591851481969215+0.5855501168585517j),0.05501470410487522
I190,195,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.2045065267966384+0.7836578459636038j),(0.49215058530426975-1.4681194415791778j),(-1.2692470976760868+0.3649249494643146j),(-0.5455456154280321-0.9200259126040127j),(-2.9294168662704503+1.5617893128661688j),(-0.7136382689218002-0.007174898696119758j),(1.3252807534626916-1.3845379416740804j),(-1.1040294527400771-1.4718288516337528j),(-5.329561626662841+0.18832524091752045j),(0.33591851481969215-0.5855501168585517j),0.05501470410487522
I191,196,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.23837225498196-0.5412446558596559j),(-0.2895317683484425-0.04534517468891269j),(-1.6006611124645609+0.05449000420386596j),(-1.0510959729238862-0.8674634636956887j),(0.18233037331855995-1.1967577521210835j),(1.2841520496400691-0.08825857186379604j),(-1.1337670021328818+0.03483568510999313j),(0.8550125374581019-0.08435062984794525j),(1.5253720980870766+1.3170661447540473j),(0.4996668818323444+0.3999368780938899j),0.053620296430526695
I192,197,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.23837225498196+0.5412446558596559j),(-0.2895317683484425+0.04534517468891269j),(-1.6006611124645609-0.05449000420386596j),(-1.0510959729238862+0.8674634636956887j),(0.18233037331855995+1.1967577521210835j),(1.2841520496400691+0.08825857186379604j),(-1.1337670021328818-0.03483568510999313j),(0.8550125374581019+0.08435062984794525j),(1.5253720980870766-1.3170661447540473j),(0.4996668818323444-0.3999368780938899j),0.053620296430526695
I193,198,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.239887535492242-1.7763568394002505e-15j),(-3.3293120798424938-1.9984014443252818e-15j),(2.7404179761318193+8.881784197001252e-16j),(0.657392114512886+1.3322676295501878e-15j),(20.27754689568922+1.7256780281954248e-14j),(5.245682616597013+2.0141567762325086e-15j),(53.782736567862344+3.985911343862225e-14j),(-2.697138301330696-1.3176872462660139e-14j),(11.387457840940836+2.9812378653730353e-14j),(6.552110483301762+7.853952770419306e-15j),0.0002561943010883073
I194,199,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.2551181784932557-0.546776000479098j),(1.727249188826116-1.1801735063074228j),(1.1697909790182082-0.8319046510304662j),(-0.15643055408543116-0.8518476321550653j),(3.6801638415371203-2.372001728422302j),(0.8443502916416108-2.4524977378016923j),(-7.066597601935801+2.756497699195825j),(3.3884579429371993-4.007783353524304j),(-0.9151935208563748-4.831723470660206j),(-1.084999086053922-1.2433080032570905j),0.036305173708613116
I195,200,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.2551181784932557+0.546776000479098j),(1.727249188826116+1.1801735063074228j),(1.1697909790182082+0.8319046510304662j),(-0.15643055408543116+0.8518476321550653j),(3.6801638415371203+2.372001728422302j),(0.8443502916416108+2.4524977378016923j),(-7.066597601935801-2.756497699195825j),(3.3884579429371993+4.007783353524304j),(-0.9151935208563748+4.831723470660206j),(-1.084999086053922+1.2433080032570905j),0.036305173708613116
I196,201,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.2623918385223059-1.4016369492351483e-22j),(-0.31064803467347657-2.9171041289565367e-23j),(-2.0000623549201917-2.6866406243067527e-23j),(-1.8713153243691607-1.6801732587958662e-22j),(3.296745374138448+7.170868763057348e-22j),(2.0609186329596456+3.0425960084503924e-23j),(2.747231045602552+3.8131852535299487e-22j),(2.3862642467419466+1.0859423840871998e-22j),(2.1733539603056133-2.000691945077009e-23j),(2.1496325631441104+1.2930493275783851e-23j),0.02217029098861403
I197,202,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.2694254947486479-0.030598541329957263j),(-2.3113180758794503+1.0706632823984699j),(2.9049844006879866-0.3120304994555674j),(0.7731291812586698-0.17295725693981778j),(10.858323632003444-16.325014343426872j),(5.7601158796306695-1.146894585879575j),(45.94867280106904-52.73205108888113j),(1.8129814847074446+5.102834499168399j),(0.10621292268402671-5.323658312504913j),(7.3055899805778814-1.9417104340510987j),0.00893943596899761
I198,203,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.2694254947486479+0.030598541329957263j),(-2.3113180758794503-1.0706632823984699j),(2.9049844006879866+0.3120304994555674j),(0.7731291812586698+0.17295725693981778j),(10.858323632003444+16.325014343426872j),(5.7601158796306695+1.146894585879575j),(45.94867280106904+52.73205108888113j),(1.8129814847074446-5.102834499168399j),(0.10621292268402671+5.323658312504913j),(7.3055899805778814+1.9417104340510987j),0.00893943596899761
I199,204,IRREDUCIBLE,ISOLATED,REDUCED_SIMPLE,COMPLEX_INTERVAL_KRAWCZYK,(1.275968379018824-2.8488675079331784j),(-0.20930528103809354-0.922539121195056j),(-2.2115358467836095+0.5975250375310955j),(-0.2537793520108185+7.2429195520675895j),(-11.055564140351-9.474389769589191j),(-5.478441293122998-3.687812022551025j),(-40.44198045385204-80.6348124779638j),(11.001549569400016-0.9952484681255935j),(-115.17343503802712-56.0725583894684j),(2.857422870198519-16.64929309367264j),0.01929845167952334
